Gene_ID,Gene_symbol,Description,T1,T2,T3,C1,C2,C3,FC,log2FC,pValue,FDR,significance
55215,FANCI,FA complementation group I,0.7693,0.0818,0.2056,0.2308,0.6553,0.2105,0.963614809,-0.053471529,0.961437545,0.998814086,Stable
55217,TMLHE,"trimethyllysine hydroxylase, epsilon",0.00012,0.00012,0.8117,0.6119,1.0106,0.8543,0.327818152,-1.609032351,0.165578599,0.938881762,Stable
55222,LRRC20,leucine rich repeat containing 20,0.6851,0.6443,0.5695,0.5834,0.5524,0.4421,1.203434945,0.267158155,0.125547281,0.938881762,Stable
55226,NAT10,N-acetyltransferase 10,5.1375,4.1373,4.9587,3.3369,4.4431,2.5938,1.372062311,0.456346002,0.123976277,0.938881762,Stable
55227,LRRC1,leucine rich repeat containing 1,0.1327,0.055,0.00012,0.106,0.0692,0.1346,0.606262105,-0.721986448,0.414680854,0.938881762,Stable
55229,PANK4,pantothenate kinase 4 (inactive),0.8925,0.6799,2.7878,0.9683,1.537,2.1209,0.942501405,-0.085433326,0.913309307,0.998814086,Stable
55233,MOB1A,MOB kinase activator 1A,0.3097,0.3365,4.3037,3.3264,4.7958,4.5931,0.389286922,-1.361094216,0.181758169,0.938881762,Stable
55234,SMU1,SMU1 DNA replication regulator and spliceosomal factor,6.2039,6.1135,5.8538,4.9902,7.2,6.6531,0.96433215,-0.052397948,0.76944388,0.992752862,Stable
55236,UBA6,ubiquitin like modifier activating enzyme 6,10.345,9.4389,11.36,6.67,14.8653,7.2171,1.083175665,0.115267233,0.793835881,0.994129623,Stable
55238,SLC38A7,solute carrier family 38 member 7,3.9797,3.7867,0.00012,0.6352,2.3324,3.6693,1.170202956,0.226758768,0.823225762,0.995095472,Stable
55239,OGFOD1,2-oxoglutarate and iron dependent oxygenase domain containing 1,0.2291,0.9447,1.8472,1.1754,1.6894,1.8461,0.641278737,-0.640976524,0.357373949,0.938881762,Stable
55246,CCDC25,coiled-coil domain containing 25,5.0341,5.4749,3.7377,4.5625,8.1054,4.2404,0.842586185,-0.247103832,0.561167452,0.949133455,Stable
55250,ELP2,elongator acetyltransferase complex subunit 2,0.7304,1.8174,4.8206,2.2636,2.1768,1.8641,1.168752478,0.224969424,0.799642015,0.995095472,Stable
55255,WDR41,WD repeat domain 41,0.6749,0.1891,0.6694,0.1603,0.4171,0.5206,1.396539162,0.481856031,0.500501396,0.941010769,Stable
55256,ADI1,acireductone dioxygenase 1,12.5345,19.0342,16.8039,16.3539,11.9606,17.8578,1.047654113,0.067162484,0.792031888,0.993677442,Stable
55269,PSPC1,paraspeckle component 1,4.3075,4.907,1.9963,3.5591,6.6463,6.2261,0.682274899,-0.551574955,0.255908542,0.938881762,Stable
55270,NUDT15,nudix hydrolase 15,0.00012,2.9069,5.3595,0.9022,6.505,4.6474,0.685756475,-0.544231756,0.606487618,0.960883428,Stable
55272,IMP3,IMP U3 small nucleolar ribonucleoprotein 3,2.6019,1.3738,3.9992,2.8139,3.6436,4.8303,0.706506139,-0.501225998,0.316989143,0.938881762,Stable
55275,VPS53,VPS53 subunit of GARP complex,0.4734,0.3584,0.7164,0.5775,1.0283,0.9722,0.600543057,-0.73566041,0.129990743,0.938881762,Stable
55276,PGM2,phosphoglucomutase 2,9.5209,10.3528,11.9609,6.9345,13.2553,12.8242,0.964275762,-0.05248231,0.869433672,0.998814086,Stable
55278,QRSL1,glutaminyl-tRNA amidotransferase subunit QRSL1,0.00012,0.00012,1.9289,0.2286,2.6185,1.8822,0.407912376,-1.293668816,0.384342163,0.938881762,Stable
55280,CWF19L1,CWF19 like cell cycle control factor 1,1.0034,2.8459,3.1931,1.2746,3.1762,5.2988,0.72232707,-0.469275857,0.547580505,0.947152618,Stable
55288,RHOT1,ras homolog family member T1,0.4996,0.9286,1.2074,0.6317,2.2742,0.6108,0.749452612,-0.416090836,0.657432322,0.968434639,Stable
55291,PPP6R3,protein phosphatase 6 regulatory subunit 3,2.3205,4.1525,4.5051,3.1378,8.6082,5.2311,0.646641653,-0.628961655,0.340067711,0.938881762,Stable
55298,RNF121,ring finger protein 121,0.1071,0.1489,0.00012,0.1332,0.1143,0.0963,0.744968005,-0.42474963,0.580918588,0.955035968,Stable
55299,BRIX1,biogenesis of ribosomes BRX1,6.6767,10.816,4.2219,12.369,4.6022,4.001,1.035399243,0.050187168,0.94437017,0.998814086,Stable
55303,GIMAP4,"GTPase, IMAP family member 4",1.8314,2.1873,2.5725,3.2781,4.8294,4.4272,0.525836278,-0.927314415,0.034215343,0.938881762,Stable
55308,DDX19A,DEAD-box helicase 19A,6.6096,7.3468,5.0512,8.2641,7.2909,7.1865,0.835811182,-0.258751034,0.20051376,0.938881762,Stable
55313,CPPED1,calcineurin like phosphoesterase domain containing 1,4.1711,1.7137,8.4719,6.3925,4.9702,8.0953,0.737830198,-0.438639257,0.494431716,0.940457162,Stable
55319,TMA16,translation machinery associated 16 homolog,1.8805,0.1617,2.7945,2.9511,3.2469,2.5088,0.555508338,-0.848119528,0.23197019,0.938881762,Stable
55322,C5orf22,chromosome 5 open reading frame 22,0.8063,0.2346,1.1737,0.7065,0.8069,0.1976,1.294330801,0.372206384,0.642852714,0.968434639,Stable
55324,ABCF3,ATP binding cassette subfamily F member 3,4.3413,3.3213,5.7869,15.8543,7.9939,7.8107,0.424825247,-1.235058589,0.141393561,0.938881762,Stable
55325,UFSP2,UFM1 specific peptidase 2,2.741,2.7698,2.2182,0.9285,2.3262,3.4584,1.15133098,0.203302633,0.692860418,0.973255698,Stable
55326,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5,2.0392,2.088,2.1772,1.568,1.8339,0.8737,1.474506502,0.560232184,0.139378279,0.938881762,Stable
55327,LIN7C,"lin-7 homolog C, crumbs cell polarity complex component",1.2293,1.0193,11.4945,0.915,7.2685,0.9027,1.512524488,0.5969585,0.725116226,0.979386101,Stable
55333,SYNJ2BP,synaptojanin 2 binding protein,4.023,4.6059,3.9428,2.5616,3.7048,4.6307,1.153673913,0.206235503,0.455428697,0.938881762,Stable
55337,SHFL,shiftless antiviral inhibitor of ribosomal frameshifting,4.6325,0.0746,0.415,0.3466,8.0886,0.4898,0.573904762,-0.80111675,0.694584383,0.973690772,Stable
55339,WDR33,WD repeat domain 33,0.3379,0.232,0.511,0.1681,0.2929,0.2742,1.470212187,0.556024386,0.294679202,0.938881762,Stable
55341,LSG1,large 60S subunit nuclear export GTPase 1,5.3864,1.3081,6.3087,3.7359,8.0076,5.9997,0.732855404,-0.44839952,0.469540769,0.938881762,Stable
55342,STRBP,spermatid perinuclear RNA binding protein,10.9862,7.157,6.1611,9.912,12.698,5.5088,0.864343429,-0.210323444,0.64802271,0.968434639,Stable
55347,ABHD10,"abhydrolase domain containing 10, depalmitoylase",2.5561,2.3299,3.5328,0.0823,3.4081,19.2368,0.370428385,-1.43273344,0.504473937,0.941010769,Stable
55357,TBC1D2,TBC1 domain family member 2,0.1665,0.4615,0.4829,0.4225,0.3028,0.0951,1.354095563,0.437329558,0.52704389,0.945940853,Stable
55361,PI4K2A,phosphatidylinositol 4-kinase type 2 alpha,1.5582,3.1943,2.0892,2.5123,4.4515,2.7603,0.703581822,-0.507209885,0.287113667,0.938881762,Stable
55362,TMEM63B,transmembrane protein 63B,0.1376,0.1132,0.0818,0.115,0.0881,0.00012,1.636649936,0.710745776,0.346196114,0.938881762,Stable
55364,IMPACT,impact RWD domain protein,0.8103,0.7197,1.3583,0.4372,1.1652,1.1523,1.048498929,0.068325388,0.893794512,0.998814086,Stable
55379,LRRC59,leucine rich repeat containing 59,84.3654,63.9317,84.4374,104.7979,69.2004,78.963,0.920039943,-0.120231599,0.6261246,0.962992148,Stable
55421,NCBP3,nuclear cap binding subunit 3,2.5838,0.9227,1.5465,1.8489,1.415,1.4233,1.078042328,0.108413825,0.82876017,0.99592581,Stable
55425,GPALPP1,GPALPP motifs containing 1,0.6988,0.6325,1.244,0.8922,0.00012,0.8008,1.521038084,0.605056276,0.445798973,0.938881762,Stable
55466,DNAJA4,DnaJ heat shock protein family (Hsp40) member A4,0.00012,0.00012,0.00012,0.1874,0.00012,0.6399,0.000435087,-11.16640721,0.283702966,0.938881762,Stable
55558,PLXNA3,plexin A3,0.0313,0.2719,0.0546,0.2454,0.3033,0.0496,0.598027745,-0.741715676,0.500811822,0.941010769,Stable
55561,CDC42BPG,CDC42 binding protein kinase gamma,0.0528,0.0597,0.0577,0.0437,0.1176,0.0504,0.803967879,-0.314790232,0.617510152,0.962753944,Stable
55571,CNOT11,CCR4-NOT transcription complex subunit 11,0.2069,0.3935,0.1361,0.3264,0.2569,0.1482,1.00683527,0.009827661,0.986621599,0.998814086,Stable
55573,CDV3,CDV3 homolog,7.9983,11.7682,14.9876,13.3519,15.8272,18.8627,0.723413777,-0.467107021,0.164105713,0.938881762,Stable
55577,NAGK,N-acetylglucosamine kinase,26.7456,25.2113,19.6303,29.3069,20.5706,21.1082,1.008473538,0.012173228,0.957948097,0.998814086,Stable
55585,UBE2Q1,ubiquitin conjugating enzyme E2 Q1,0.4693,0.2989,1.183,0.6951,0.485,0.2559,1.358774373,0.442305914,0.608121983,0.960883428,Stable
55596,ZCCHC8,zinc finger CCHC-type containing 8,0.6428,42.7743,1.0117,0.3774,0.6504,0.5976,27.33407161,4.772628471,0.414883311,0.938881762,Stable
55601,DDX60,DExD/H-box helicase 60,0.3582,0.2871,0.5398,0.1988,1.1765,0.7343,0.561765264,-0.831960676,0.390714883,0.938881762,Stable
55602,CDKN2AIP,CDKN2A interacting protein,1.6901,1.2543,1.4648,0.0315,1.185,1.7164,1.503358451,0.588189037,0.428663021,0.938881762,Stable
55610,VPS50,VPS50 subunit of EARP/GARPII complex,0.9158,0.7068,1.1437,0.455,1.0997,1.1012,1.04156783,0.058756795,0.891435497,0.998814086,Stable
55611,OTUB1,"OTU deubiquitinase, ubiquitin aldehyde binding 1",38.6871,31.3346,32.2043,36.093,33.5793,29.3156,1.032712079,0.046438086,0.741583333,0.982873183,Stable
55612,FERMT1,FERM domain containing kindlin 1,0.4848,0.4326,0.4924,0.3906,0.5317,0.5431,0.962058141,-0.05580401,0.751050428,0.985371244,Stable
55614,KIF16B,kinesin family member 16B,0.00012,0.00012,0.00012,0.0165,0.0976,0.00012,0.003151812,-8.309602668,0.334958546,0.938881762,Stable
55619,DOCK10,dedicator of cytokinesis 10,1.1749,0.1978,0.3942,0.2919,0.6633,0.4494,1.257938203,0.331061051,0.733280417,0.982873183,Stable
55621,TRMT1,tRNA methyltransferase 1,1.0506,1.2854,3.0572,1.7257,2.1452,3.6709,0.715107799,-0.483767357,0.455056246,0.938881762,Stable
55622,TTC27,tetratricopeptide repeat domain 27,0.8665,1.1834,1.2493,0.4372,0.2181,0.8723,2.159727677,1.110849413,0.071295944,0.938881762,Stable
55623,THUMPD1,THUMP domain containing 1,5.9231,6.1956,1.7129,1.1708,1.0545,0.4902,5.093573927,2.348678285,0.122347634,0.938881762,Stable
55627,SMPD4,sphingomyelin phosphodiesterase 4,0.9098,0.3599,0.552,0.2685,0.6225,0.7528,1.108224845,0.148250616,0.797922143,0.995095472,Stable
55631,LRRC40,leucine rich repeat containing 40,5.475,7.5876,5.9584,2.9256,6.71,3.8851,1.406805861,0.49242325,0.250070772,0.938881762,Stable
55636,CHD7,chromodomain helicase DNA binding protein 7,0.0413,0.0439,0.018,0.0044,0.0194,0.0042,3.685714286,1.881944238,0.072841409,0.938881762,Stable
55644,OSGEP,O-sialoglycoprotein endopeptidase,2.5026,2.5593,4.3794,4.4541,3.6207,3.8583,0.791185861,-0.33791145,0.310890336,0.938881762,Stable
55646,LYAR,Ly1 antibody reactive,2.5803,2.3936,1.7556,1.8623,1.3569,2.3308,1.212522523,0.278011546,0.355567764,0.938881762,Stable
55651,NHP2,NHP2 ribonucleoprotein,11.7289,7.6451,12.7187,11.1357,0.00012,9.1645,1.580896262,0.660742701,0.378556335,0.938881762,Stable
55655,NLRP2,NLR family pyrin domain containing 2,0.1471,0.2984,0.1984,0.8038,0.1513,0.0532,0.638599623,-0.647016393,0.659728066,0.968434639,Stable
55658,RNF126,ring finger protein 126,0.2379,0.8006,1.3473,0.8631,1.5835,0.9552,0.701334588,-0.511825216,0.441571488,0.938881762,Stable
55660,PRPF40A,pre-mRNA processing factor 40 homolog A,4.8931,7.1419,7.5281,9.2122,7.1487,7.0211,0.83667351,-0.257263337,0.307399448,0.938881762,Stable
55661,DDX27,DEAD-box helicase 27,1.8206,1.8977,2.8613,3.1121,2.4652,2.7655,0.788656087,-0.342531781,0.218973109,0.938881762,Stable
55666,NPLOC4,"NPL4 homolog, ubiquitin recognition factor",6.7654,5.3206,7.4202,6.7031,5.0881,5.6609,1.117699303,0.160532109,0.432761688,0.938881762,Stable
55667,DENND4C,DENN domain containing 4C,3.0533,2.8139,3.1056,2.4452,3.2738,2.6633,1.070446059,0.098212098,0.519002036,0.943198726,Stable
55671,PPP4R3A,protein phosphatase 4 regulatory subunit 3A,3.9365,0.6146,5.4812,0.5574,0.5813,2.3074,2.91120397,1.541615924,0.262959128,0.938881762,Stable
55677,IWS1,"interacts with SUPT6H, CTD assembly factor 1",0.5377,0.5049,0.9371,0.852,1.0236,1.3908,0.606080088,-0.722419649,0.113218416,0.938881762,Stable
55680,RUFY2,RUN and FYVE domain containing 2,0.2251,0.5802,0.3076,0.1469,1.275,1.7688,0.348794935,-1.519549003,0.283792851,0.938881762,Stable
55681,SCYL2,SCY1 like pseudokinase 2,1.1337,0.7141,0.9138,0.8035,1.5004,0.4986,0.985405888,-0.021210003,0.969047357,0.998814086,Stable
55684,RABL6,"RAB, member RAS oncogene family like 6",3.3871,1.0896,3.8246,0.00012,2.962,3.7491,1.236928606,0.306762232,0.72974179,0.981166571,Stable
55690,PACS1,phosphofurin acidic cluster sorting protein 1,2.0692,5.3398,6.3902,0.7842,1.532,0.8787,4.319133619,2.110741949,0.108618782,0.938881762,Stable
55692,LUC7L,LUC7 like,3.1505,3.6411,2.8976,1.9579,2.7127,4.317,1.078063109,0.108441635,0.774294559,0.992752862,Stable
55695,NSUN5,NOP2/Sun RNA methyltransferase 5,0.8774,0.00012,0.00012,0.00012,0.00012,0.4472,1.961469694,0.971935045,0.691957363,0.973255698,Stable
55696,RBM22,RNA binding motif protein 22,0.00012,0.5451,2.7203,0.3013,2.0116,3.0337,0.61076572,-0.711309003,0.579402431,0.955035968,Stable
55697,VAC14,VAC14 component of PIKFYVE complex,4.548,2.8508,3.8835,2.1714,1.962,6.3678,1.074381975,0.103507006,0.876850302,0.998814086,Stable
55699,IARS2,"isoleucyl-tRNA synthetase 2, mitochondrial",10.2705,7.9291,9.0033,8.1999,10.4954,9.6689,0.959057544,-0.060310714,0.705432959,0.976819585,Stable
55700,MAP7D1,MAP7 domain containing 1,1.5463,0.8214,0.00012,1.3505,0.7772,1.1606,0.720074202,-0.473782513,0.573304886,0.954701392,Stable
55705,IPO9,importin 9,10.9102,2.0666,4.9116,5.8263,5.3666,6.7899,0.994750539,-0.007593319,0.991524679,0.998814086,Stable
55706,NDC1,NDC1 transmembrane nucleoporin,0.602,0.7043,0.4406,1.0477,1.622,0.6695,0.523149257,-0.934705481,0.188912207,0.938881762,Stable
55707,NECAP2,NECAP endocytosis associated 2,6.5952,8.118,7.951,4.0423,8.8659,9.3611,1.017732933,0.025359028,0.946448809,0.998814086,Stable
55716,LMBR1L,limb development membrane protein 1 like,0.0987,0.1229,0.1684,0.1215,0.1741,0.2074,0.775347913,-0.367084276,0.310598999,0.938881762,Stable
55717,WDR11,WD repeat domain 11,1.0157,1.042,1.4338,0.7051,1.3075,1.1642,1.099061949,0.136272707,0.669178262,0.972488233,Stable
55718,POLR3E,RNA polymerase III subunit E,0.5129,0.5906,0.5169,0.3692,0.4602,0.2733,1.469483994,0.555309645,0.067068443,0.938881762,Stable
55720,TSR1,TSR1 ribosome maturation factor,0.2482,1.4148,0.6486,1.6252,1.4649,1.2854,0.528305337,-0.920556112,0.174850563,0.938881762,Stable
55723,ASF1B,anti-silencing function 1B histone chaperone,1.345,0.00012,0.3199,1.8371,0.00012,0.3312,0.767849402,-0.381104712,0.822428291,0.995095472,Stable
55729,ATF7IP,activating transcription factor 7 interacting protein,0.706,0.3678,0.2359,0.5364,0.00012,0.1704,1.852684887,0.889617522,0.396150004,0.938881762,Stable
55735,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11,3.9751,2.3562,4.2053,2.7648,3.0364,4.0455,1.070064082,0.097697197,0.761313545,0.989039561,Stable
55737,VPS35,VPS35 retromer complex component,21.9735,18.9047,20.4372,20.0019,21.7852,16.1136,1.058975107,0.082668677,0.589801633,0.957967248,Stable
55738,ARFGAP1,ADP ribosylation factor GTPase activating protein 1,4.5185,0.6859,1.5138,1.6065,0.6353,1.814,1.656442625,0.728088233,0.531618333,0.945940853,Stable
55740,ENAH,ENAH actin regulator,4.355,3.0586,1.3231,1.6954,2.2257,1.9354,1.491795441,0.577049723,0.388636901,0.938881762,Stable
55742,PARVA,parvin alpha,6.1907,6.0306,6.3515,4.7066,6.849,6.8952,1.006612179,0.009507959,0.960380494,0.998814086,Stable
55746,NUP133,nucleoporin 133,2.0779,2.9351,2.3509,1.2465,4.4191,3.7559,0.781605901,-0.355486735,0.555623054,0.948764177,Stable
55748,CNDP2,carnosine dipeptidase 2,10.145,15.8813,13.6309,11.4247,10.8817,15.1312,1.059287989,0.083094868,0.747433294,0.984474093,Stable
55749,CCAR1,cell division cycle and apoptosis regulator 1,2.8555,0.5732,2.394,2.2977,2.3462,2.5556,0.808764498,-0.306208426,0.578510741,0.955035968,Stable
55750,AGK,acylglycerol kinase,0.4137,1.547,3.937,1.2495,16.1961,3.5651,0.280699834,-1.832899885,0.392083404,0.938881762,Stable
55752,SEPTIN11,septin 11,10.348,7.8993,10.1785,10.7019,7.2763,10.7711,0.988747552,-0.016325877,0.942674229,0.998814086,Stable
55753,OGDHL,oxoglutarate dehydrogenase L,1.9356,2.0865,1.5002,2.422,2.3951,1.8598,0.827075439,-0.273909168,0.204115937,0.938881762,Stable
55754,TMEM30A,transmembrane protein 30A,2.021,1.0039,2.4637,1.8002,3.3162,2.7926,0.693968896,-0.527057092,0.26309,0.938881762,Stable
55757,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2,0.5404,0.4456,1.1808,0.2156,1.8039,0.8438,0.756749205,-0.40211284,0.684031579,0.973255698,Stable
55758,RCOR3,REST corepressor 3,0.4536,0.3174,0.2797,0.4479,0.2969,0.2743,1.031007752,0.04405518,0.896321097,0.998814086,Stable
55759,WDR12,WD repeat domain 12,3.3055,4.6758,8.05,4.1928,10.1552,7.4246,0.736306183,-0.441622279,0.440261195,0.938881762,Stable
55760,DHX32,DEAH-box helicase 32 (putative),0.4387,0.5049,0.5622,0.3426,0.4783,0.6713,1.00911406,0.013089251,0.967740011,0.998814086,Stable
55762,ZNF701,zinc finger protein 701,0.00012,0.0102,0.00012,0.009,0.00012,0.00012,1.12987013,0.176156955,0.933179679,0.998814086,Stable
55763,EXOC1,exocyst complex component 1,1.6108,1.9582,2.2302,2.137,1.957,1.5355,1.030144773,0.042847103,0.833897177,0.996879955,Stable
55766,H2AJ,H2A.J histone,57.2656,198.9377,202.9806,132.055,233.221,144.0671,0.901521784,-0.149565743,0.787930143,0.992752862,Stable
55768,NGLY1,N-glycanase 1,0.2576,0.2965,0.8076,0.2997,0.00012,0.5264,1.648108252,0.720811006,0.48851582,0.938881762,Stable
55770,EXOC2,exocyst complex component 2,3.3729,2.3285,2.9656,3.8217,1.6785,3.9164,0.920395897,-0.119673543,0.775229639,0.992752862,Stable
55773,TBC1D23,TBC1 domain family member 23,0.371,0.4091,2.3705,0.0264,1.723,3.871,0.560565084,-0.835046208,0.566465622,0.952309484,Stable
55786,ZNF415,zinc finger protein 415,0.00012,0.0098,0.00012,0.0086,0.00012,0.00012,1.135746606,0.183640995,0.930265023,0.998814086,Stable
55795,PCID2,PCI domain containing 2,0.7836,0.4824,1.214,0.6639,2.3807,1.5782,0.536471403,-0.898426827,0.286125915,0.938881762,Stable
55796,MBNL3,muscleblind like splicing regulator 3,0.1697,0.0866,0.00012,0.1801,0.00012,0.2069,0.662378591,-0.594272052,0.622528757,0.962753944,Stable
55798,METTL2B,"methyltransferase 2B, methylcytidine",0.0835,0.0595,0.0705,0.0983,0.00012,0.082,1.183349961,0.242876796,0.754395276,0.987356247,Stable
55802,DCP1A,decapping mRNA 1A,1.2828,1.2058,2.2803,0.9978,1.7628,0.6361,1.403980334,0.489522727,0.394357373,0.938881762,Stable
55813,UTP6,UTP6 small subunit processome component,2.0382,0.993,2.1824,1.02,0.6053,1.5464,1.643787243,0.717023582,0.222217057,0.938881762,Stable
55823,VPS11,VPS11 core subunit of CORVET and HOPS complexes,1.2107,0.8575,1.4899,1.0191,0.8282,1.1378,1.191953368,0.253327796,0.41994765,0.938881762,Stable
55829,SELENOS,selenoprotein S,0.7142,1.0023,0.6169,1.2015,1.1159,1.1156,0.679697058,-0.557036217,0.079194999,0.938881762,Stable
55831,EMC3,ER membrane protein complex subunit 3,2.3083,3.6346,4.7778,2.0745,5.3881,4.8558,0.870299714,-0.200415772,0.694705156,0.973690772,Stable
55832,CAND1,cullin associated and neddylation dissociated 1,11.8759,14.6205,15.5629,12.3312,19.3766,16.4266,0.873788808,-0.194643468,0.445980494,0.938881762,Stable
55833,UBAP2,ubiquitin associated protein 2,0.3146,0.1943,0.2747,0.00012,1.1154,0.8413,0.400445621,-1.320321752,0.363888622,0.938881762,Stable
55844,PPP2R2D,protein phosphatase 2 regulatory subunit Bdelta,2.0598,3.191,1.8486,2.7338,3.5324,3.6943,0.712755384,-0.488521063,0.14338643,0.938881762,Stable
55845,BRK1,BRICK1 subunit of SCAR/WAVE actin nucleating complex,4.5989,4.8834,5.7292,6.8865,5.9544,6.003,0.807237355,-0.308935157,0.057062049,0.938881762,Stable
55847,CISD1,CDGSH iron sulfur domain 1,7.8559,4.6105,9.4956,9.8281,6.4518,15.7086,0.686559232,-0.542543902,0.353818514,0.938881762,Stable
55854,ZC3H15,zinc finger CCCH-type containing 15,2.1823,3.4754,1.408,1.8605,2.129,1.6017,1.263717985,0.337674544,0.503989376,0.941010769,Stable
55856,ACOT13,acyl-CoA thioesterase 13,14.1977,16.0587,15.8998,14.1273,26.1674,9.7104,0.923029851,-0.115550789,0.819245356,0.995095472,Stable
55858,TMEM165,transmembrane protein 165,0.5371,0.4124,5.849,0.5942,4.0138,6.1891,0.629659816,-0.667355495,0.611522177,0.961250483,Stable
55860,ACTR10,actin related protein 10,0.1021,1.7076,2.2185,1.1887,3.5401,1.6632,0.630193992,-0.666132093,0.4585538,0.938881762,Stable
55862,ECHDC1,ethylmalonyl-CoA decarboxylase 1,4.9911,4.9695,3.6445,3.6957,4.0639,4.4931,1.110375672,0.151047865,0.434875544,0.938881762,Stable
55872,PBK,PDZ binding kinase,0.1888,1.1819,1.6623,0.9794,3.291,0.5673,0.626950824,-0.673575808,0.572663224,0.954306878,Stable
55898,UNC45A,unc-45 myosin chaperone A,3.8134,3.6683,6.8292,2.4819,5.7665,4.152,1.154067611,0.206727746,0.672992813,0.972618376,Stable
55907,CMAS,cytidine monophosphate N-acetylneuraminic acid synthetase,5.4468,4.6679,5.6523,4.209,4.4203,7.7557,0.962282576,-0.055467489,0.876493356,0.998814086,Stable
