,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Regulation
27812,NOSIP,2484.398641,-0.133468379,0.059639924,-2.237903246,0.025227365,0.058090057,Not Significant
27813,NOSTRIN,201.695169,-1.595934736,0.200441842,-7.962083768,1.69E-15,1.37E-14,Down
27814,NOTCH1,10386.32983,-0.772383104,0.043624663,-17.70519339,3.82E-70,1.07E-68,Not Significant
27815,NOTCH2,6985.887227,1.397843086,0.046401691,30.12483069,2.29E-199,1.98E-197,Up
27816,NOTCH2NLA,247.2016733,1.139284074,0.176482463,6.455508704,1.08E-10,6.77E-10,Up
27817,NOTCH2NLB,191.1154785,1.294764708,0.197322373,6.561672091,5.32E-11,3.41E-10,Up
27818,NOTCH2NLC,162.5827455,1.25750091,0.215414652,5.83758299,5.30E-09,2.95E-08,Up
27819,NOTCH2NLR,33.71469212,1.557117691,0.473181113,3.290743539,0.00099923,0.003108432,Up
27820,NOTCH3,280.062594,0.041348849,0.161371874,0.256233308,0.79777069,0.884860984,Not Significant
27821,NOTCH4,9387.354602,-0.390727893,0.041753803,-9.357899494,8.13E-21,8.14E-20,Not Significant
27822,NOTO,0,NA,NA,NA,NA,NA,Not Significant
27823,NOTUM,2.133654453,1.10617708,1.851614373,0.597412234,0.550232187,NA,Not Significant
27824,NOVA1,292.6977958,-0.251846191,0.157260486,-1.60145881,0.109275336,0.205775796,Not Significant
27825,NOVA1-DT,0,NA,NA,NA,NA,NA,Not Significant
27826,NOVA2,3196.865972,-1.119530356,0.056263796,-19.89788166,4.24E-88,1.48E-86,Down
27827,NOX1,10.12974349,-0.336874975,0.834283687,-0.403789479,0.686367534,0.812422185,Not Significant
27828,NOX3,0,NA,NA,NA,NA,NA,Not Significant
27829,NOX4,709.8463612,-1.223695566,0.107973045,-11.33334306,8.97E-30,1.21E-28,Down
27830,NOX5,2.495146545,0.272056512,1.639587616,0.165929841,0.868212163,NA,Not Significant
27831,NOXA1,20.8447621,-0.857855684,0.591588178,-1.450089295,0.14703362,0.262338567,Not Significant
27832,NOXO1,51.25537597,0.363466683,0.372184768,0.976575923,0.328779144,0.493103824,Not Significant
27833,NOXRED1,19.78988473,0.873438069,0.601347118,1.452469037,0.146371233,0.261304988,Not Significant
27834,NPAP1,0,NA,NA,NA,NA,NA,Not Significant
27835,NPAP1L,0,NA,NA,NA,NA,NA,Not Significant
27836,NPAS1,11.79014799,0.103290391,0.782045995,0.132077131,0.894923285,0.945544289,Not Significant
27837,NPAS2,1150.151311,-0.018202446,0.082599011,-0.220371232,0.825582048,0.902966905,Not Significant
27838,NPAS2-AS1,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
27839,NPAS3,4.574037863,0.908912908,1.255505153,0.723941997,0.469101345,0.634480586,Not Significant
27840,NPAS4,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
27841,NPAT,1557.060848,0.122041855,0.071842629,1.698738699,0.089368428,0.173388535,Not Significant
27842,NPB,33.73109255,-0.736434704,0.462930771,-1.590809577,0.111652437,0.20937432,Not Significant
27843,NPBWR1,32.05337668,-1.890886947,0.515389311,-3.668851698,0.000243642,0.00083613,Down
27844,NPBWR2,0,NA,NA,NA,NA,NA,Not Significant
27845,NPC1,2365.604245,0.512369733,0.061224154,8.368751507,5.82E-17,5.01E-16,Not Significant
27846,NPC1L1,0,NA,NA,NA,NA,NA,Not Significant
27847,NPC2,5903.97976,0.101462885,0.044146419,2.298326513,0.021543213,0.050550595,Not Significant
27848,NPDC1,5944.222659,-0.196525606,0.043098658,-4.559900783,5.12E-06,2.17E-05,Not Significant
27849,NPEPL1,1043.346064,-0.221304939,0.08649666,-2.558537382,0.010511352,0.026696485,Not Significant
27850,NPEPPS,5552.832535,0.102238183,0.047364617,2.158534993,0.030886261,0.069492245,Not Significant
27851,NPEPPSP1,668.8685635,-0.015929435,0.105426798,-0.151094741,0.879900981,0.936483061,Not Significant
27852,NPFF,24.37987017,0.214888331,0.538749303,0.398865167,0.689992556,0.814845062,Not Significant
27853,NPFFR1,0,NA,NA,NA,NA,NA,Not Significant
27854,NPFFR2,97.44118595,-1.349547414,0.280506508,-4.811109112,1.50E-06,6.72E-06,Down
27855,NPHP1,206.8312026,-0.329469154,0.188646975,-1.746485218,0.080726673,0.159092425,Not Significant
27856,NPHP3,655.6062681,0.029047009,0.111295884,0.260989064,0.794100941,0.8827665,Not Significant
27857,NPHP3-ACAD11,746.4593633,-0.013715747,0.10183903,-0.13468065,0.892864373,0.944420058,Not Significant
27858,NPHP3-AS1,32.30510763,-0.224120375,0.487121385,-0.46009143,0.645450595,0.780797451,Not Significant
27859,NPHP4,535.4846192,-0.189333772,0.122549621,-1.544955999,0.122356907,0.225738742,Not Significant
27860,NPHS1,3.528918533,5.41700054,1.944863959,2.785285065,0.005348068,0.014462857,Up
27861,NPHS2,0,NA,NA,NA,NA,NA,Not Significant
27862,NPIPA1,201.3970167,0.029893551,0.187353872,0.159556622,0.873230352,0.931853983,Not Significant
27863,NPIPA2,138.6953377,0.025670434,0.22707968,0.113045931,0.909994141,0.9540881,Not Significant
27864,NPIPA3,136.7051669,0.022932242,0.228043856,0.100560667,0.919899221,0.958984392,Not Significant
27865,NPIPA5,277.5990915,0.146746855,0.161380198,0.909323806,0.363179228,0.529761552,Not Significant
27866,NPIPA7,264.9698979,0.108570378,0.169199693,0.641670066,0.521087429,0.681916882,Not Significant
27867,NPIPA8,173.1801192,0.204871474,0.202231936,1.013052033,0.311035308,0.472665447,Not Significant
27868,NPIPB11,241.5046971,-0.049806334,0.175084717,-0.28446991,0.77605029,0.871554963,Not Significant
27869,NPIPB12,594.5514445,0.040941237,0.112359758,0.364376337,0.715577003,0.83162962,Not Significant
27870,NPIPB13,362.5578632,-0.033718705,0.141462591,-0.238357752,0.811603632,0.893270567,Not Significant
27871,NPIPB15,57.30929398,-0.459659477,0.356135632,-1.290686571,0.196812383,0.332140925,Not Significant
27872,NPIPB2,37.36585732,-0.173216998,0.432246835,-0.400736302,0.68861428,0.813777668,Not Significant
27873,NPIPB3,884.4384317,0.090782543,0.093784285,0.96799313,0.333047801,0.497959975,Not Significant
27874,NPIPB4,733.4720954,0.066967626,0.102427332,0.653806209,0.513236666,0.67477872,Not Significant
27875,NPIPB5,3006.752958,0.040435918,0.054499478,0.741950558,0.458117292,0.624729479,Not Significant
27876,NPIPB6,17.55239384,-0.377334903,0.636207587,-0.593100288,0.553114038,0.707775901,Not Significant
27877,NPIPB8,17.20669612,-0.139540636,0.639970226,-0.218042387,0.827396086,0.903909922,Not Significant
27878,NPIPB9,271.6912244,-0.086991217,0.162036162,-0.536862981,0.591362264,0.742125805,Not Significant
27879,NPL,7.804932032,0.720894516,0.97277439,0.741070616,0.458650625,0.625189345,Not Significant
27880,NPLOC4,9408.145123,0.240874617,0.037579416,6.409748754,1.46E-10,9.09E-10,Not Significant
27881,NPM1,67113.12534,0.044273817,0.030350806,1.458736142,0.144637745,0.258896211,Not Significant
27882,NPM2,1.829956419,0.773057253,1.952329512,0.395966586,0.692129678,NA,Not Significant
27883,NPM3,1533.92583,0.060651684,0.073069381,0.830056075,0.40650708,0.573885192,Not Significant
27884,NPNT,5.183665526,1.506680498,1.188862368,1.267329624,0.205037452,0.343421806,Not Significant
27885,NPPA,8.424970659,-0.200380166,0.91139546,-0.219860834,0.82597954,0.903139891,Not Significant
27886,NPPA-AS1,107.578676,-0.015216055,0.256585919,-0.059301986,0.952711579,0.974356438,Not Significant
27887,NPPB,0,NA,NA,NA,NA,NA,Not Significant
27888,NPPC,0,NA,NA,NA,NA,NA,Not Significant
27889,NPR1,2127.849211,-0.329208242,0.065854401,-4.999031767,5.76E-07,2.69E-06,Not Significant
27890,NPR2,929.657548,-0.774405894,0.092433879,-8.377944325,5.39E-17,4.65E-16,Not Significant
27891,NPR3,5.773851128,-3.240075141,1.415304256,-2.2893135,0.022061144,0.051656697,Not Significant
27892,NPRL2,436.5840905,-0.266003077,0.129249754,-2.058054795,0.039584874,0.086295482,Not Significant
27893,NPRL3,2638.112659,-0.138284947,0.057670742,-2.397835406,0.016492274,0.039853513,Not Significant
27894,NPS,0,NA,NA,NA,NA,NA,Not Significant
27895,NPSR1,0,NA,NA,NA,NA,NA,Not Significant
27896,NPSR1-AS1,0,NA,NA,NA,NA,NA,Not Significant
27897,NPTN,3943.294775,-0.11240006,0.051156808,-2.197167186,0.028008508,0.063762612,Not Significant
27898,NPTN-IT1,37.69047518,-0.003189124,0.453170099,-0.007037366,0.994385041,0.996497607,Not Significant
27899,NPTX1,10.13763259,0.571276771,0.83513282,0.684054987,0.493940444,0.657582146,Not Significant
27900,NPTX2,13.53807869,0.29587648,0.713947136,0.414423512,0.678563973,0.806006534,Not Significant
27901,NPTXR,68.05104314,-0.673291103,0.32728709,-2.057188087,0.039668137,0.086457019,Not Significant
27902,NPVF,0,NA,NA,NA,NA,NA,Not Significant
27903,NPW,46.66733176,-0.355337664,0.401341587,-0.88537464,0.375954605,0.543480807,Not Significant
27904,NPY,0,NA,NA,NA,NA,NA,Not Significant
27905,NPY1R,8.746815537,2.180874694,0.967355592,2.254470551,0.024166581,0.055927273,Not Significant
27906,NPY2R,0,NA,NA,NA,NA,NA,Not Significant
27907,NPY2R-AS1,0,NA,NA,NA,NA,NA,Not Significant
27908,NPY4R,0,NA,NA,NA,NA,NA,Not Significant
27909,NPY4R2,0,NA,NA,NA,NA,NA,Not Significant
27910,NPY5R,0,NA,NA,NA,NA,NA,Not Significant
27911,NPY6R,0,NA,NA,NA,NA,NA,Not Significant
27912,NQO1,19906.41311,0.0804489,0.035031282,2.29648749,0.021648024,0.0507839,Not Significant
27913,NQO2,849.506027,-0.231586072,0.094878338,-2.440874046,0.014651764,0.035895257,Not Significant
27914,NQO2-AS1,9.083191896,-0.146817549,0.915945425,-0.160290717,0.872652071,0.931553,Not Significant
27915,NR0B1,0,NA,NA,NA,NA,NA,Not Significant
27916,NR0B2,0.536838568,0.344151637,3.754458518,0.091664786,0.926964376,NA,Not Significant
27917,NR1D1,348.1387305,-0.988664802,0.147045401,-6.723534338,1.77E-11,1.17E-10,Not Significant
27918,NR1D2,1925.055189,-0.351812068,0.066748085,-5.270743967,1.36E-07,6.68E-07,Not Significant
27919,NR1H2,2611.567881,0.210092619,0.058107702,3.615572634,0.000299684,0.001014796,Not Significant
27920,NR1H3,310.8323852,-0.361893328,0.154067696,-2.348924122,0.018827743,0.044876435,Not Significant
27921,NR1H4,0,NA,NA,NA,NA,NA,Not Significant
27922,NR1I2,1.188465924,-1.638001856,2.589033466,-0.632669248,0.526949656,NA,Not Significant
27923,NR1I3,165.1580397,-0.044406206,0.212927924,-0.20855041,0.834799226,0.908256937,Not Significant
27924,NR2C1,1063.095513,0.215183768,0.086001134,2.502103849,0.012345771,0.030791804,Not Significant
27925,NR2C2,2175.324371,0.11541821,0.063146538,1.827783659,0.067582027,0.136700009,Not Significant
27926,NR2C2AP,653.6434875,-0.054360457,0.110648951,-0.491287597,0.623223051,0.764562583,Not Significant
27927,NR2E1,0,NA,NA,NA,NA,NA,Not Significant
27928,NR2E3,3.476798147,1.50299779,1.466268507,1.025049493,0.305339835,0.466490042,Not Significant
27929,NR2F1,3233.234245,-0.630193865,0.053795095,-11.71470875,1.07E-31,1.53E-30,Not Significant
27930,NR2F1-AS1,597.4630791,-0.084257703,0.113402413,-0.742997445,0.457483227,0.624045223,Not Significant
27931,NR2F2,9952.909551,-1.664902323,0.039920384,-41.70556927,0,0,Down
27932,NR2F2-AS1,42.4970398,-1.062327452,0.417244239,-2.546056612,0.010894752,0.027564516,Down
27933,NR2F6,1853.386251,-0.880628693,0.068445091,-12.86620675,6.97E-38,1.16E-36,Not Significant
27934,NR3C1,2226.415157,0.358590365,0.063788299,5.621569622,1.89E-08,1.00E-07,Not Significant
27935,NR3C2,742.1478888,-1.536511976,0.115216347,-13.33588516,1.43E-40,2.52E-39,Down
27936,NR4A1,56.97235325,0.310585166,0.35070458,0.885603392,0.375831283,0.543385797,Not Significant
27937,NR4A2,17.92678643,-0.389680154,0.627808737,-0.62069884,0.534797793,0.693080896,Not Significant
27938,NR4A3,73.93857575,3.871937442,0.422584606,9.162514176,5.07E-20,4.96E-19,Up
27939,NR5A1,0,NA,NA,NA,NA,NA,Not Significant
27940,NR5A2,2354.489541,-1.01962555,0.062907468,-16.20833867,4.40E-59,1.04E-57,Down
27941,NR6A1,26.50863412,1.113403379,0.535471185,2.079296533,0.037590104,0.08248053,Not Significant
27942,NRAD1,0,NA,NA,NA,NA,NA,Not Significant
27943,NRADDP,3.013685051,0.720034376,1.550193878,0.464480209,0.642303736,NA,Not Significant
27944,NRAP,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
27945,NRARP,4139.2377,-1.153982994,0.05280862,-21.85217085,7.41E-106,3.01E-104,Down
27946,NRAS,7432.687411,0.224493006,0.040758023,5.507946329,3.63E-08,1.87E-07,Not Significant
27947,NRAV,315.1500448,0.241626377,0.153730567,1.571752332,0.116008,0.216032269,Not Significant
27948,NRBF2,1354.366965,0.695781713,0.07766624,8.958612089,3.29E-19,3.12E-18,Not Significant
27949,NRBP1,7525.209886,0.291102617,0.039779396,7.317924577,2.52E-13,1.84E-12,Not Significant
27950,NRBP2,999.9219471,0.134562791,0.092377056,1.456668975,0.145207778,0.259564124,Not Significant
27951,NRCAM,9990.724515,0.704462233,0.038181031,18.45058166,5.16E-76,1.56E-74,Not Significant
27952,NRDC,7592.936293,-0.049826726,0.040235598,-1.23837418,0.21557735,0.35761282,Not Significant
27953,NRDE2,2977.037853,0.102172222,0.055003625,1.85755434,0.063232328,0.129371889,Not Significant
27954,NREP,2337.053719,-0.884374795,0.063280691,-13.9754289,2.20E-44,4.23E-43,Not Significant
27955,NREP-AS1,0,NA,NA,NA,NA,NA,Not Significant
27956,NRF1,715.0482769,0.054752023,0.10477636,0.522560839,0.601279898,0.749484648,Not Significant
27957,NRG1,3312.081055,0.587555144,0.057526284,10.21368154,1.72E-24,1.95E-23,Not Significant
27958,NRG1-IT1,0,NA,NA,NA,NA,NA,Not Significant
27959,NRG1-IT3,0,NA,NA,NA,NA,NA,Not Significant
27960,NRG2,128.1179307,-1.590835533,0.254151879,-6.259389235,3.86E-10,2.34E-09,Down
27961,NRG3,0,NA,NA,NA,NA,NA,Not Significant
27962,NRG3-AS1,0,NA,NA,NA,NA,NA,Not Significant
27963,NRG4,268.17134,-0.089047275,0.168395972,-0.528796939,0.596946321,0.745856777,Not Significant
27964,NRGN,2190.552614,-0.286792516,0.06748844,-4.249505782,2.14E-05,8.47E-05,Not Significant
27965,NRIP1,3279.134099,1.681088774,0.06037373,27.844706,1.25E-170,8.92E-169,Up
27966,NRIP2,48.79334442,-0.872209539,0.40586591,-2.149009109,0.031633678,0.070987659,Not Significant
27967,NRIP3,474.9954336,-0.280407642,0.127958009,-2.191403607,0.028422598,0.064572858,Not Significant
27968,NRIP3-DT,2.298469083,0.656783236,1.735932444,0.37834608,0.705173518,NA,Not Significant
27969,NRIR,0.303698034,1.83787574,4.981553375,0.368936274,0.712175225,NA,Not Significant
27970,NRK,11.35349816,0.091353657,0.831178957,0.10990853,0.912481918,0.955599742,Not Significant
27971,NRL,77.8285636,-0.172394538,0.306059676,-0.563270992,0.573250368,0.725960664,Not Significant
27972,NRM,1170.797184,-0.079392352,0.084383665,-0.940849775,0.346781849,0.512740375,Not Significant
27973,NRN1,1594.03925,-0.488873681,0.075330773,-6.489694157,8.60E-11,5.44E-10,Not Significant
27974,NRN1L,7.579696764,-0.029515486,0.971480658,-0.030381959,0.975762433,0.986374797,Not Significant
27975,NRON,0.450349653,-2.147404982,3.866240571,-0.555424564,0.578604295,NA,Not Significant
27976,NRP1,19793.76637,-1.095790697,0.033915609,-32.30933274,5.17E-229,5.45E-227,Down
27977,NRP2,20224.64435,-1.0855805,0.036922038,-29.40196621,5.18E-190,4.13E-188,Down
27978,NRROS,459.3599982,-3.006997998,0.155114556,-19.38565971,1.02E-83,3.38E-82,Down
27979,NRSN1,0,NA,NA,NA,NA,NA,Not Significant
27980,NRSN2,1963.19034,0.071206972,0.066464828,1.071348159,0.284012913,0.442037824,Not Significant
27981,NRSN2-AS1,127.7050474,-0.139435476,0.236377073,-0.589885787,0.555267224,0.709424565,Not Significant
27982,NRTN,2.612303978,-1.060699829,1.726893638,-0.614224181,0.539067197,NA,Not Significant
27983,NRXN1,0,NA,NA,NA,NA,NA,Not Significant
27984,NRXN2,1.709236026,0.697629207,2.107287382,0.331055561,0.740602518,NA,Not Significant
27985,NRXN2-AS1,0,NA,NA,NA,NA,NA,Not Significant
27986,NRXN3,24.1086611,0.376356498,0.547738475,0.687109845,0.492013511,0.655925311,Not Significant
27987,NSA2,5501.773125,0.066576721,0.046080339,1.444796687,0.148515002,0.264531394,Not Significant
27988,NSD1,6299.803312,-0.291698619,0.049351364,-5.91064962,3.41E-09,1.93E-08,Not Significant
27989,NSD2,9506.796638,-0.062000285,0.040497623,-1.530961075,0.125779013,0.230698787,Not Significant
27990,NSD3,3169.946014,-0.093461865,0.055980188,-1.669552536,0.095007928,0.182677018,Not Significant
27991,NSDHL,1730.923221,0.196866223,0.068642576,2.867990027,0.004130886,0.011433409,Not Significant
27992,NSF,2938.167877,-0.068743631,0.055722949,-1.233668215,0.217326563,0.359694882,Not Significant
27993,NSFL1C,4379.755133,0.156858643,0.047800465,3.281529669,0.001032457,0.003204012,Not Significant
27994,NSFP1,249.6691799,-0.121549558,0.171535145,-0.708598572,0.478573623,0.644244229,Not Significant
27995,NSG1,1261.36548,-0.258292317,0.08188921,-3.154167884,0.001609565,0.00482895,Not Significant
27996,NSG2,0,NA,NA,NA,NA,NA,Not Significant
27997,NSL1,1121.735518,-0.10831378,0.08549731,-1.266867688,0.205202604,0.343637413,Not Significant
27998,NSMAF,2647.216902,-0.316432267,0.057927632,-5.462544447,4.69E-08,2.40E-07,Not Significant
27999,NSMCE1,1358.485202,0.17525976,0.077042846,2.274834967,0.022915832,0.05339952,Not Significant
28000,NSMCE1-DT,3.518660788,0.688826303,1.39299837,0.494491823,0.62095888,0.763074909,Not Significant
28001,NSMCE2,1223.482831,-0.034848037,0.080299615,-0.433975146,0.66430649,0.795464546,Not Significant
28002,NSMCE3,1059.555286,0.022884042,0.086030153,0.266000251,0.790239015,0.880646728,Not Significant
28003,NSMCE4A,1831.779497,0.150803478,0.067888443,2.221342437,0.026327777,0.060403571,Not Significant
28004,NSMF,3758.898978,0.406094455,0.05108593,7.949242707,1.88E-15,1.52E-14,Not Significant
28005,NSRP1,1868.718385,0.184855249,0.066300726,2.78813311,0.005301276,0.014358953,Not Significant
28006,NSUN2,5649.575966,0.281963139,0.04343209,6.492046344,8.47E-11,5.35E-10,Not Significant
28007,NSUN3,550.6987104,-0.040501306,0.119513123,-0.33888585,0.734695725,0.843817807,Not Significant
28008,NSUN4,1367.778148,0.532324458,0.079598672,6.687604772,2.27E-11,1.48E-10,Not Significant
28009,NSUN5,381.2365142,-0.359842231,0.138526597,-2.597640018,0.009386684,0.024122577,Not Significant
28010,NSUN5P1,132.9294497,-0.404723171,0.232879493,-1.737908159,0.082226998,0.161795703,Not Significant
28011,NSUN5P2,92.94749433,-0.492149441,0.278415664,-1.767678707,0.077114632,0.152948478,Not Significant
28012,NSUN6,155.640974,-0.268480828,0.216181908,-1.24192089,0.214265752,0.356065369,Not Significant
28013,NSUN7,1956.920987,0.252966198,0.066177344,3.822549879,0.000132079,0.000471981,Not Significant
28014,NT5C,278.5682992,-0.20075855,0.163622816,-1.226959384,0.219837857,0.362483674,Not Significant
28015,NT5C1A,0,NA,NA,NA,NA,NA,Not Significant
28016,NT5C1B,3.735869907,0.47159927,1.348818369,0.349638825,0.72660977,0.838871268,Not Significant
28017,NT5C1B-RDH14,314.9914036,0.333718784,0.156788778,2.1284609,0.033298888,0.074309098,Not Significant
28018,NT5C2,2650.626194,0.400974476,0.057927014,6.922063635,4.45E-12,3.05E-11,Not Significant
28019,NT5C3A,863.7881464,-0.008756949,0.097464065,-0.089847977,0.928408022,0.963630991,Not Significant
28020,NT5C3B,2773.838532,-0.057718888,0.056775666,-1.016613137,0.309337502,0.470805839,Not Significant
28021,NT5DC1,1413.989667,-0.231215676,0.075354124,-3.068387821,0.002152171,0.006301546,Not Significant
28022,NT5DC2,8769.510206,-0.162775996,0.038984349,-4.175419115,2.97E-05,0.000115474,Not Significant
28023,NT5DC3,274.7484517,-0.137812062,0.162910564,-0.845936927,0.397587931,0.564079185,Not Significant
28024,NT5DC4,115.9089099,0.371046582,0.246586523,1.504731797,0.132393045,0.240702668,Not Significant
28025,NT5E,10931.45754,-0.726512127,0.03654904,-19.87773485,6.34E-88,2.20E-86,Not Significant
28026,NT5M,33.04995484,-0.245558687,0.463134199,-0.530210654,0.595965885,0.745174573,Not Significant
28027,NTAN1,2398.761169,0.039900238,0.060428798,0.660285148,0.509070859,0.670891177,Not Significant
28028,NTAQ1,609.2841722,-0.059673065,0.11554928,-0.51642957,0.605554418,0.752327698,Not Significant
28029,NTF3,0,NA,NA,NA,NA,NA,Not Significant
28030,NTF4,1.940144965,-0.476169259,1.867399866,-0.254990518,0.798730423,NA,Not Significant
28031,NTHL1,733.2229117,-0.590577265,0.103158304,-5.724960981,1.03E-08,5.60E-08,Not Significant
