,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Regulation
27522,NEK2-DT,0,NA,NA,NA,NA,NA,Not Significant
27523,NEK3,623.6170124,-0.100081506,0.112170601,-0.892225821,0.372271905,0.53937991,Not Significant
27524,NEK4,825.0257313,0.151511992,0.097270578,1.557634324,0.119319957,0.221065294,Not Significant
27525,NEK5,18.92080649,-0.340247345,0.612645963,-0.55537352,0.578639201,0.730822977,Not Significant
27526,NEK6,2725.435356,-0.787075361,0.058950693,-13.35141819,1.16E-40,2.05E-39,Not Significant
27527,NEK7,2983.440948,-0.255222278,0.055379617,-4.608595905,4.05E-06,1.74E-05,Not Significant
27528,NEK8,106.2976526,-0.00910898,0.257148482,-0.035423035,0.971742417,0.984110232,Not Significant
27529,NEK9,4649.207302,-0.520088746,0.049509268,-10.50487644,8.20E-26,9.73E-25,Not Significant
27530,NELFA,1300.402479,-0.010660279,0.080782376,-0.131962929,0.895013613,0.945544289,Not Significant
27531,NELFB,5181.108641,0.021349043,0.046431106,0.459800446,0.645659463,0.780966905,Not Significant
27532,NELFCD,3305.438312,-0.02518953,0.055112208,-0.457058994,0.647628643,0.782227789,Not Significant
27533,NELFE,3552.352251,0.367480744,0.053618188,6.85365834,7.20E-12,4.86E-11,Not Significant
27534,NELL1,0,NA,NA,NA,NA,NA,Not Significant
27535,NELL2,0.520907153,0.386596123,3.793334225,0.101914596,0.918824465,NA,Not Significant
27536,NEMF,2709.537568,0.007163454,0.058622742,0.122195824,0.902743934,0.949758701,Not Significant
27537,NEMP1,1564.122669,0.975738586,0.077003375,12.67137429,8.52E-37,1.38E-35,Not Significant
27538,NEMP2,207.3990511,-0.439011112,0.190277842,-2.307210907,0.021043065,0.049511407,Not Significant
27539,NEMP2-DT,19.20186215,0.297594513,0.612153217,0.486143836,0.626865189,0.767300438,Not Significant
27540,NENF,860.0467091,0.195213146,0.095604281,2.041887077,0.041162734,0.089209564,Not Significant
27541,NEO1,36.24537472,1.044311729,0.458254666,2.278889463,0.022673637,0.0528874,Not Significant
27542,NEPRO,2166.046606,0.162544699,0.062846326,2.586383466,0.009698896,0.024836967,Not Significant
27543,NEPRO-AS1,135.6660316,0.447520551,0.228252845,1.960635155,0.049921598,0.105608333,Not Significant
27544,NES,41104.25338,0.059554405,0.033869642,1.758341728,0.078689382,0.155607221,Not Significant
27545,NET1,1547.507663,-0.512259609,0.073036597,-7.013738754,2.32E-12,1.61E-11,Not Significant
27546,NETO1,0,NA,NA,NA,NA,NA,Not Significant
27547,NETO1-DT,0,NA,NA,NA,NA,NA,Not Significant
27548,NETO2,2275.407074,-0.398037425,0.062261852,-6.392958358,1.63E-10,1.01E-09,Not Significant
27549,NEU1,2883.332281,-0.138261995,0.057853836,-2.389850105,0.01685525,0.04064735,Not Significant
27550,NEU2,0,NA,NA,NA,NA,NA,Not Significant
27551,NEU3,650.2617784,0.094590906,0.109469859,0.864081737,0.387542991,0.555171297,Not Significant
27552,NEU4,0,NA,NA,NA,NA,NA,Not Significant
27553,NEURL1,21.2827433,-0.728685442,0.579047893,-1.258419988,0.208239907,0.347753325,Not Significant
27554,NEURL1-AS1,0,NA,NA,NA,NA,NA,Not Significant
27555,NEURL1B,245.8330427,-1.967453515,0.188286038,-10.44927993,1.48E-25,1.73E-24,Down
27556,NEURL2,39.68539945,-0.446288275,0.430886901,-1.035743425,0.300321858,0.461025578,Not Significant
27557,NEURL3,243.1052714,7.066902979,0.533488778,13.24658226,4.72E-40,8.23E-39,Up
27558,NEURL4,1219.38834,-0.019557094,0.08237313,-0.237420793,0.812330361,0.893653387,Not Significant
27559,NEUROD1,0,NA,NA,NA,NA,NA,Not Significant
27560,NEUROD2,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
27561,NEUROD4,0,NA,NA,NA,NA,NA,Not Significant
27562,NEUROD6,0,NA,NA,NA,NA,NA,Not Significant
27563,NEUROG1,0,NA,NA,NA,NA,NA,Not Significant
27564,NEUROG2,0,NA,NA,NA,NA,NA,Not Significant
27565,NEUROG2-AS1,0,NA,NA,NA,NA,NA,Not Significant
27566,NEUROG3,0,NA,NA,NA,NA,NA,Not Significant
27567,NEXMIF,1.272586193,0.816027889,2.402277894,0.339689214,0.734090586,NA,Not Significant
27568,NEXN,1067.896033,-0.630366884,0.08817418,-7.149109709,8.73E-13,6.21E-12,Not Significant
27569,NEXN-AS1,40.00545622,-1.056228355,0.429631952,-2.458449264,0.013953849,0.034339536,Down
27570,NF1,2401.458442,0.403081447,0.068591971,5.876510629,4.19E-09,2.35E-08,Not Significant
27571,NF1P2,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
27572,NF2,3766.199061,-0.364899682,0.050479802,-7.228627488,4.88E-13,3.52E-12,Not Significant
27573,NFAM1,0,NA,NA,NA,NA,NA,Not Significant
27574,NFASC,1.505726728,0.228723496,2.230046244,0.102564463,0.918308648,NA,Not Significant
27575,NFAT5,4273.239837,-0.036651033,0.048691655,-0.752716926,0.451620037,0.617650428,Not Significant
27576,NFATC1,858.5783334,0.324209349,0.097553394,3.323404084,0.00088926,0.002789453,Not Significant
27577,NFATC2,934.4046229,0.557599687,0.091209734,6.113379171,9.75E-10,5.73E-09,Not Significant
27578,NFATC2IP,2695.930513,0.327862176,0.058101722,5.642899458,1.67E-08,8.88E-08,Not Significant
27579,NFATC3,1481.163361,-0.658973847,0.075894842,-8.682722438,3.86E-18,3.51E-17,Not Significant
27580,NFATC4,1684.358483,-0.106073685,0.071373746,-1.486172304,0.137233551,0.247758362,Not Significant
27581,NFE2,0,NA,NA,NA,NA,NA,Not Significant
27582,NFE2L1,24181.33586,0.527185803,0.037656782,13.9997573,1.56E-44,3.01E-43,Not Significant
27583,NFE2L2,4715.459698,0.69406805,0.047539749,14.59974168,2.82E-48,5.79E-47,Not Significant
27584,NFE2L3,5790.049647,1.01231669,0.044005493,23.00432562,4.22E-117,1.94E-115,Up
27585,NFE4,263.7246364,-0.056111291,0.166602797,-0.336796812,0.736270077,0.845111559,Not Significant
27586,NFIA,1387.761724,-1.313938135,0.079581531,-16.5105913,3.08E-61,7.54E-60,Down
27587,NFIA-AS1,0,NA,NA,NA,NA,NA,Not Significant
27588,NFIA-AS2,23.37509267,-1.897823533,0.592863168,-3.201115597,0.001368966,0.004161374,Down
27589,NFIB,10895.68992,-0.987642366,0.042593899,-23.1874138,6.10E-119,2.88E-117,Not Significant
27590,NFIC,8880.209307,-0.00144946,0.040458121,-0.03582618,0.971420958,0.983936581,Not Significant
27591,NFIL3,475.9955476,0.331708188,0.128351707,2.584369126,0.009755732,0.024968957,Not Significant
27592,NFILZ,0,NA,NA,NA,NA,NA,Not Significant
27593,NFIX,3348.977615,0.857925716,0.055579306,15.43606378,9.36E-54,2.10E-52,Not Significant
27594,NFKB1,12240.94876,2.370506725,0.036814556,64.39047412,0,0,Up
27595,NFKB2,9081.665103,3.533060885,0.044130351,80.05965891,0,0,Up
27596,NFKBIA,16157.74307,3.301550398,0.036947227,89.35854454,0,0,Up
27597,NFKBIB,1793.145707,1.565078835,0.070380056,22.23753327,1.49E-109,6.20E-108,Up
27598,NFKBID,129.8059065,0.664576484,0.238793703,2.783056985,0.005384935,0.014545877,Not Significant
27599,NFKBIE,3533.844252,2.723885411,0.057232388,47.59342594,0,0,Up
27600,NFKBIL1,858.1637454,-0.047644128,0.095487731,-0.498955496,0.617810737,0.760940856,Not Significant
27601,NFKBIZ,874.7328229,2.013276529,0.099216679,20.29171466,1.52E-91,5.48E-90,Up
27602,NFRKB,1634.514319,-0.043484205,0.070142194,-0.61994362,0.535294906,0.693439361,Not Significant
27603,NFS1,701.2032576,-0.3656839,0.1110143,-3.294025193,0.000987636,0.00307656,Not Significant
27604,NFU1,1434.895263,0.051572309,0.078736619,0.654997755,0.512469199,0.67391057,Not Significant
27605,NFX1,1993.970637,0.133768763,0.065478791,2.042932696,0.041059101,0.089036102,Not Significant
27606,NFXL1,447.2627985,0.246377572,0.130367989,1.889862484,0.058776354,0.121387068,Not Significant
27607,NFYA,2154.112991,0.132807311,0.062674525,2.118999875,0.034090477,0.075824488,Not Significant
27608,NFYB,955.8495238,-0.304257861,0.096050891,-3.167673472,0.00153664,0.004628564,Not Significant
27609,NFYC,1572.928366,-0.047349487,0.072276767,-0.655113518,0.512394669,0.673906498,Not Significant
27610,NFYC-AS1,116.4637221,-0.013037179,0.24560278,-0.053082374,0.957666275,0.976753821,Not Significant
27611,NFYCP2,0,NA,NA,NA,NA,NA,Not Significant
27612,NGB,0,NA,NA,NA,NA,NA,Not Significant
27613,NGDN,1050.4004,0.199243569,0.085379878,2.333612704,0.019616011,0.046496846,Not Significant
27614,NGEF,8.114303737,-0.183532131,0.9497938,-0.193233658,0.84677598,0.915984857,Not Significant
27615,NGF,6.778249816,1.218936965,1.032538971,1.180523931,0.237791898,0.385617321,Not Significant
27616,NGF-AS1,0,NA,NA,NA,NA,NA,Not Significant
27617,NGFR,3.727964641,2.866779204,1.582979041,1.811002628,0.070140445,0.141163724,Not Significant
27618,NGFR-AS1,0.918862317,-1.3055513,2.81829363,-0.46324176,0.643191087,NA,Not Significant
27619,NGLY1,1282.276574,0.025813718,0.07823896,0.329934314,0.741449595,0.848029317,Not Significant
27620,NGRN,4088.568,0.094156611,0.049971181,1.884218237,0.059535462,0.122780095,Not Significant
27621,NHEG1,0,NA,NA,NA,NA,NA,Not Significant
27622,NHEJ1,758.5095067,0.276524793,0.103002037,2.684653636,0.007260501,0.019135511,Not Significant
27623,NHERF1,1023.797954,-0.517289447,0.087782754,-5.892836876,3.80E-09,2.13E-08,Not Significant
27624,NHERF2,3367.785825,-0.512828579,0.052545249,-9.75975163,1.68E-22,1.78E-21,Not Significant
27625,NHERF4,0.952956744,0.199289317,2.711352321,0.073501815,0.9414068,NA,Not Significant
27626,NHIP,1.259023424,-0.151830885,2.577017547,-0.058917288,0.953017988,NA,Not Significant
27627,NHLH1,11.20287243,0.6981535,0.818032134,0.853454859,0.39340711,0.560538944,Not Significant
27628,NHLH2,1.672910004,-1.017848149,2.040186254,-0.498899621,0.617850101,NA,Not Significant
27629,NHLRC1,121.1175379,0.125230431,0.244544555,0.512096582,0.608583416,0.754615958,Not Significant
27630,NHLRC2,1502.20993,0.275885708,0.076332436,3.614265738,0.0003012,0.00101938,Not Significant
27631,NHLRC3,291.2955066,-0.539438563,0.158323965,-3.40718199,0.000656373,0.002110507,Not Significant
27632,NHLRC4,24.4577485,-2.823620497,0.646263241,-4.369149163,1.25E-05,5.07E-05,Down
27633,NHP2,3953.201023,0.071701474,0.049926486,1.436140995,0.150962225,0.268004823,Not Significant
27634,NHS,6.36964192,-0.986191682,1.079159114,-0.91385197,0.360794634,0.527179831,Not Significant
27635,NHS-AS1,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
27636,NHSL1,3368.182486,0.58790543,0.055787616,10.53827843,5.75E-26,6.88E-25,Not Significant
27637,NHSL1-AS1,150.2524822,0.018315097,0.220340777,0.083121688,0.933754781,0.966433637,Not Significant
27638,NHSL2,4193.041203,-1.21784065,0.051596952,-23.60295716,3.59E-123,1.78E-121,Down
27639,NIBAN1,6447.739479,3.509568302,0.053161486,66.01712197,0,0,Up
27640,NIBAN2,20202.84544,-0.448180929,0.032061395,-13.97883442,2.10E-44,4.04E-43,Not Significant
27641,NIBAN3,738.697797,1.003784001,0.110455881,9.087646471,1.01E-19,9.78E-19,Up
27642,NICN1,530.1187759,-0.08936353,0.118566558,-0.753699283,0.451029813,0.617071315,Not Significant
27643,NID1,18484.93055,-0.383409957,0.036649738,-10.4614652,1.30E-25,1.53E-24,Not Significant
27644,NID2,306.8087165,0.17636736,0.15752671,1.119602892,0.262883023,0.416918288,Not Significant
27645,NIF3L1,465.5431968,-0.253365998,0.137080386,-1.848302338,0.064558618,0.131529208,Not Significant
27646,NIFK,1703.416163,0.209089964,0.070216995,2.977768621,0.002903551,0.008308189,Not Significant
27647,NIFK-AS1,529.7890563,-0.03716129,0.11872148,-0.313012357,0.754271274,0.856652933,Not Significant
27648,NIHCOLE,0,NA,NA,NA,NA,NA,Not Significant
27649,NIM1K,10.95433251,1.290144641,0.826941156,1.560140805,0.11872661,0.220158411,Not Significant
27650,NIN,8342.555192,0.786816496,0.04750277,16.56359189,1.28E-61,3.15E-60,Not Significant
27651,NINJ1,5686.898338,2.42089245,0.048757231,49.65196784,0,0,Up
27652,NINJ2,67.02052386,-0.618884722,0.331202177,-1.868601011,0.061678345,0.126590559,Not Significant
27653,NINJ2-AS1,85.2956831,-1.104023444,0.297636011,-3.709307351,0.000207827,0.000720162,Down
27654,NINL,781.3624522,-0.477529407,0.101093164,-4.723656727,2.32E-06,1.01E-05,Not Significant
27655,NIP7,2786.095144,0.427001814,0.057171774,7.468752228,8.10E-14,6.08E-13,Not Significant
27656,NIPA1,1598.644842,1.315622219,0.075426632,17.44240971,3.93E-68,1.06E-66,Up
27657,NIPA2,4158.060969,0.257006971,0.050446006,5.094694177,3.49E-07,1.66E-06,Not Significant
27658,NIPAL1,174.3413208,0.606161668,0.213902951,2.833816294,0.004599576,0.012617739,Not Significant
27659,NIPAL2,650.2301268,-0.358490003,0.109416234,-3.276387705,0.001051441,0.003259709,Not Significant
27660,NIPAL2-AS1,0,NA,NA,NA,NA,NA,Not Significant
27661,NIPAL3,1033.44164,-0.710216469,0.091276439,-7.780939669,7.20E-15,5.67E-14,Not Significant
27662,NIPAL4,2.298469083,0.656783236,1.735932444,0.37834608,0.705173518,NA,Not Significant
27663,NIPAL4-DT,0.989419817,0.334574393,2.676996034,0.124981281,0.90053837,NA,Not Significant
27664,NIPBL,3800.989881,0.023918941,0.11548692,0.207113852,0.835920944,0.908743741,Not Significant
27665,NIPBL-DT,372.288601,-0.238341951,0.140774096,-1.693081028,0.090440045,0.175143464,Not Significant
27666,NIPSNAP1,2844.398442,-0.389761821,0.056645975,-6.880662282,5.96E-12,4.05E-11,Not Significant
27667,NIPSNAP2,2700.267315,-0.004076904,0.056941473,-0.071598151,0.942921712,0.96997459,Not Significant
27668,NIPSNAP3A,1833.45307,0.316742982,0.067220779,4.711980244,2.45E-06,1.07E-05,Not Significant
27669,NIPSNAP3B,25.99540663,-0.774036094,0.524895376,-1.474648338,0.140307112,0.252606354,Not Significant
27670,NISCH,5282.25915,-0.316203796,0.047327192,-6.681228689,2.37E-11,1.55E-10,Not Significant
27671,NIT1,1327.868549,0.371708485,0.077158739,4.817451498,1.45E-06,6.52E-06,Not Significant
27672,NIT2,1227.584123,0.020959485,0.079988726,0.262030488,0.793297937,0.882432251,Not Significant
27673,NKAIN1,2.366520886,4.848275254,2.175135189,2.228953528,0.025816997,NA,Not Significant
27674,NKAIN2,1.921844903,0.177006884,2.006503652,0.088216577,0.929704542,NA,Not Significant
27675,NKAIN3,0,NA,NA,NA,NA,NA,Not Significant
27676,NKAIN3-IT1,0,NA,NA,NA,NA,NA,Not Significant
27677,NKAIN4,0.434418237,-2.102080181,4.263371323,-0.493055852,0.621973124,NA,Not Significant
27678,NKAP,1013.705683,0.10719357,0.086977646,1.232426671,0.217789743,0.360176779,Not Significant
27679,NKAPD1,1636.851962,0.171240036,0.071096065,2.408572619,0.01601504,0.038834568,Not Significant
27680,NKAPL,29.64647782,-0.173727169,0.496481868,-0.349916443,0.726401407,0.838777947,Not Significant
27681,NKAPP1,41.27666255,0.122663895,0.414359089,0.296032834,0.767205007,0.8655283,Not Significant
27682,NKD1,6.932669649,0.270671384,0.997127915,0.271451014,0.786044171,0.878150359,Not Significant
27683,NKD2,28.88615041,4.961511075,0.851177267,5.828998574,5.58E-09,3.10E-08,Up
27684,NKG7,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
27685,NKILA,41.61210253,-0.16686785,0.413738312,-0.403317376,0.686714761,0.812499787,Not Significant
27686,NKIRAS1,1936.075677,0.268447057,0.069663556,3.853479112,0.000116451,0.000419794,Not Significant
27687,NKIRAS2,3650.402894,0.097047275,0.052293526,1.855818159,0.063479481,0.12973348,Not Significant
27688,NKPD1,3.864358514,-0.468889349,1.335699085,-0.351044149,0.725555227,0.838166658,Not Significant
27689,NKRF,1017.772556,-0.006490749,0.086661291,-0.074897902,0.940295946,0.968951606,Not Significant
27690,NKTR,2597.599029,0.089621459,0.064412451,1.391368544,0.164113698,0.286686164,Not Significant
27691,NKX1-1,0,NA,NA,NA,NA,NA,Not Significant
27692,NKX1-2,0,NA,NA,NA,NA,NA,Not Significant
27693,NKX2-1,0,NA,NA,NA,NA,NA,Not Significant
27694,NKX2-1-AS1,0,NA,NA,NA,NA,NA,Not Significant
27695,NKX2-2,0,NA,NA,NA,NA,NA,Not Significant
27696,NKX2-3,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
27697,NKX2-4,0,NA,NA,NA,NA,NA,Not Significant
27698,NKX2-5,27.84811013,-0.042653051,0.500489884,-0.085222605,0.93208442,0.965287274,Not Significant
27699,NKX2-6,0,NA,NA,NA,NA,NA,Not Significant
27700,NKX2-8,0,NA,NA,NA,NA,NA,Not Significant
27701,NKX3-1,583.3216737,3.872457486,0.1534748,25.23187841,1.79E-140,1.06E-138,Up
27702,NKX3-2,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
27703,NKX6-1,0.303698034,1.83787574,4.981553375,0.368936274,0.712175225,NA,Not Significant
27704,NKX6-2,298.3258858,0.395885944,0.165530224,2.391623321,0.016774048,0.040472216,Not Significant
27705,NKX6-3,0,NA,NA,NA,NA,NA,Not Significant
27706,NLE1,1180.022033,-0.04930175,0.085702538,-0.575265927,0.565111462,0.718450445,Not Significant
27707,NLGN1,1067.596909,0.198756337,0.08685842,2.288279435,0.022121253,0.051776094,Not Significant
27708,NLGN1-AS1,0,NA,NA,NA,NA,NA,Not Significant
27709,NLGN2,1884.880417,-0.32389178,0.070545024,-4.591277456,4.41E-06,1.88E-05,Not Significant
27710,NLGN3,20.93569804,0.118004149,0.586611073,0.201162497,0.840571515,0.912275142,Not Significant
27711,NLGN4X,1.976608038,-0.403723285,1.855901692,-0.217534844,0.827791556,NA,Not Significant
27712,NLGN4Y,93.5040853,0.403147046,0.274413736,1.46912123,0.14179991,0.254783421,Not Significant
27713,NLGN4Y-AS1,1.395538182,2.336556031,2.491490726,0.93781446,0.348339769,NA,Not Significant
27714,NLK,1552.541595,0.115730805,0.074366784,1.55621635,0.119656655,0.221558563,Not Significant
27715,NLN,4039.093994,0.1288359,0.048962941,2.631294172,0.008506037,0.022063777,Not Significant
27716,NLRC3,138.6177691,-2.14836686,0.26311554,-8.165108241,3.21E-16,2.70E-15,Down
27717,NLRC4,7.571928549,0.468727506,0.965519911,0.485466432,0.627345519,0.767446933,Not Significant
27718,NLRC5,2579.670714,1.359561531,0.067950451,20.00813114,4.68E-89,1.66E-87,Up
27719,NLRP1,2958.652871,-0.354910867,0.05502615,-6.449858294,1.12E-10,7.02E-10,Not Significant
27720,NLRP10,0,NA,NA,NA,NA,NA,Not Significant
27721,NLRP11,0,NA,NA,NA,NA,NA,Not Significant
27722,NLRP12,45.30704227,-3.109870362,0.496988471,-6.25742958,3.91E-10,2.37E-09,Down
27723,NLRP13,0,NA,NA,NA,NA,NA,Not Significant
27724,NLRP14,9.21404915,-0.677265871,0.893012938,-0.758405441,0.448208301,0.614041404,Not Significant
27725,NLRP2,1.144234637,1.970526041,2.820652953,0.698606342,0.484798079,NA,Not Significant
27726,NLRP2B,2.82714445,-0.726271922,1.598903028,-0.454231376,0.649662302,NA,Not Significant
27727,NLRP3,0,NA,NA,NA,NA,NA,Not Significant
27728,NLRP4,0,NA,NA,NA,NA,NA,Not Significant
27729,NLRP5,0,NA,NA,NA,NA,NA,Not Significant
27730,NLRP6,0.303698034,1.83787574,4.981553375,0.368936274,0.712175225,NA,Not Significant
27731,NLRP7,0,NA,NA,NA,NA,NA,Not Significant
27732,NLRP8,0,NA,NA,NA,NA,NA,Not Significant
27733,NLRP9,1.240723362,0.883517975,2.424216783,0.36445502,0.715518256,NA,Not Significant
27734,NLRX1,1000.923468,-0.496873911,0.088823368,-5.593954875,2.22E-08,1.17E-07,Not Significant
27735,NMB,334.0483277,-0.214609641,0.146754286,-1.46237392,0.143638772,0.257523409,Not Significant
27736,NMBR,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
27737,NMD3,3197.936035,0.188162093,0.0540892,3.478736837,0.000503783,0.001649953,Not Significant
27738,NME1,4272.402177,0.04951696,0.049528913,0.999758681,0.317427306,0.479943779,Not Significant
27739,NME1-NME2,12266.78249,0.038567615,0.037246161,1.035478909,0.300445311,0.461025578,Not Significant
27740,NME2,9636.275991,0.044016212,0.039883205,1.103627737,0.269754654,0.425270029,Not Significant
27741,NME3,1583.803594,0.21651275,0.074342918,2.912352048,0.003587181,0.010068868,Not Significant
27742,NME4,4276.066092,-0.099276087,0.048535631,-2.045426942,0.040812785,0.088552855,Not Significant
27743,NME5,18.91688469,-1.231762887,0.646451527,-1.905421884,0.056725253,0.117640368,Not Significant
27744,NME6,1172.626284,0.31655599,0.083297917,3.800286982,0.000144529,0.000513283,Not Significant
27745,NME7,1141.00405,0.306704764,0.082163525,3.7328579,0.000189319,0.000660395,Not Significant
27746,NME8,0,NA,NA,NA,NA,NA,Not Significant
27747,NME9,145.5260668,0.199918652,0.220469483,0.906786052,0.364519947,0.531072108,Not Significant
27748,NMI,2901.0613,0.887037674,0.056407285,15.72558712,1.01E-55,2.31E-54,Not Significant
27749,NMNAT1,796.0232782,0.090507575,0.099813547,0.906766444,0.364530318,0.531072108,Not Significant
27750,NMNAT2,104.8600931,1.322599786,0.266142015,4.969526462,6.71E-07,3.11E-06,Up
27751,NMNAT3,4.87444704,-0.851386581,1.27851568,-0.665917982,0.505463526,0.667474386,Not Significant
27752,NMRAL1,1464.955515,-0.309784538,0.073770937,-4.199276194,2.68E-05,0.000104537,Not Significant
27753,NMRAL2P,81.22170885,0.695311715,0.2964943,2.345109885,0.019021473,0.045286706,Not Significant
27754,NMRK1,1170.318787,-0.939295104,0.087298529,-10.75957534,5.34E-27,6.56E-26,Not Significant
27755,NMRK2,0,NA,NA,NA,NA,NA,Not Significant
27756,NMS,0,NA,NA,NA,NA,NA,Not Significant
27757,NMT1,6739.168956,0.255524764,0.041238396,6.196282732,5.78E-10,3.46E-09,Not Significant
27758,NMT2,4975.827317,-0.306650135,0.046727531,-6.562515212,5.29E-11,3.40E-10,Not Significant
27759,NMU,13.82740781,0.301777289,0.773934755,0.389926007,0.696591262,0.819172264,Not Significant
27760,NMUR1,0,NA,NA,NA,NA,NA,Not Significant
27761,NMUR2,0,NA,NA,NA,NA,NA,Not Significant
27762,NNAT,14.44628827,-0.882364464,0.728154488,-1.211781949,0.22559586,0.369716207,Not Significant
27763,NNMT,9466.502812,1.677296973,0.040018734,41.91279446,0,0,Up
27764,NNT,3456.383092,-0.136568027,0.053870557,-2.535114466,0.011241059,0.028313482,Not Significant
27765,NNT-AS1,398.5279365,-0.71695457,0.138920879,-5.160884213,2.46E-07,1.18E-06,Not Significant
27766,NOA1,2136.486219,-0.339125545,0.064314614,-5.272915795,1.34E-07,6.61E-07,Not Significant
27767,NOB1,3880.54703,0.188382273,0.049544233,3.80230472,0.000143356,0.000509579,Not Significant
27768,NOBOX,0,NA,NA,NA,NA,NA,Not Significant
27769,NOC2L,4682.080343,0.068679608,0.049838129,1.378053496,0.168186772,0.292420569,Not Significant
27770,NOC2LP2,9.973855246,0.31686135,0.866538662,0.365663258,0.714616366,0.83098817,Not Significant
27771,NOC3L,1567.734741,0.557504449,0.071886069,7.7553893,8.81E-15,6.90E-14,Not Significant
27772,NOC4L,1212.202667,0.133568714,0.081892824,1.631018533,0.102886409,0.195474853,Not Significant
27773,NOCT,2136.639781,3.734667156,0.081536544,45.80359898,0,0,Up
27774,NOD1,1609.853547,-0.224190703,0.070873009,-3.163273375,0.001560058,0.004694604,Not Significant
27775,NOD2,312.617153,5.406948736,0.29035073,18.62212895,2.13E-77,6.49E-76,Up
27776,NODAL,1.039445659,1.83054979,2.725552577,0.671625198,0.501822332,NA,Not Significant
27777,NOG,37.88563864,-1.324169062,0.45029108,-2.940695742,0.00327476,0.009258368,Down
27778,NOL10,1923.492928,0.199234608,0.070068399,2.843430304,0.004463077,0.012277203,Not Significant
27779,NOL11,2730.668921,0.15377002,0.056988171,2.69827962,0.006969887,0.018462421,Not Significant
27780,NOL12,749.8577218,0.073223463,0.101543064,0.721107479,0.47084339,0.636380593,Not Significant
27781,NOL3,313.6192402,-0.268519645,0.153913161,-1.744617834,0.081051414,0.159649033,Not Significant
27782,NOL4,0.607396068,2.854586124,3.740983031,0.763057758,0.445428951,NA,Not Significant
27783,NOL4L,4480.281965,-0.432489772,0.047159614,-9.170765699,4.70E-20,4.60E-19,Not Significant
27784,NOL4L-DT,0,NA,NA,NA,NA,NA,Not Significant
27785,NOL6,3756.046114,0.417460264,0.052098042,8.012974205,1.12E-15,9.14E-15,Not Significant
27786,NOL7,4247.213062,0.320074877,0.050200115,6.375978959,1.82E-10,1.13E-09,Not Significant
27787,NOL8,2173.904648,-0.015188267,0.062934356,-0.241335074,0.809295429,0.891591869,Not Significant
27788,NOL9,1818.999525,-0.058894181,0.067374853,-0.874127044,0.382049071,0.549596057,Not Significant
27789,NOLC1,6177.246266,0.194590808,0.042231467,4.607720814,4.07E-06,1.74E-05,Not Significant
27790,NOM1,1809.90736,-0.291959636,0.067364177,-4.334048887,1.46E-05,5.89E-05,Not Significant
27791,NOMO1,10266.50691,0.010788152,0.037435097,0.288182816,0.773206802,0.869679043,Not Significant
27792,NOMO2,11744.99527,0.039438893,0.036542206,1.079269626,0.280467549,0.43824226,Not Significant
27793,NOMO3,6519.09463,0.017929046,0.042940009,0.417537071,0.676285615,0.804245366,Not Significant
27794,NONO,22611.03788,-0.068097067,0.031052651,-2.192955072,0.028310616,0.064388224,Not Significant
27795,NOP10,3965.96709,0.231769176,0.054856053,4.225042888,2.39E-05,9.39E-05,Not Significant
27796,NOP14,3560.355237,0.098809427,0.05183891,1.906086144,0.05663903,0.117550199,Not Significant
27797,NOP14-AS1,505.3348277,-0.058062018,0.120858834,-0.480411867,0.630934558,0.769768719,Not Significant
27798,NOP16,2153.636851,0.316864698,0.065866604,4.810703428,1.50E-06,6.73E-06,Not Significant
27799,NOP2,1969.423661,-0.187921231,0.067158434,-2.798177672,0.005139183,0.013959993,Not Significant
27800,NOP53,13001.28976,-0.021505298,0.035244146,-0.61018069,0.54174212,0.698625542,Not Significant
27801,NOP53-AS1,76.32441,0.182818111,0.303589731,0.602188059,0.547048963,0.703090478,Not Significant
27802,NOP56,5908.191579,-0.04371912,0.042962511,-1.017610929,0.308862891,0.470538961,Not Significant
27803,NOP58,3966.123256,0.112314162,0.050995108,2.202449747,0.027633555,0.063023077,Not Significant
27804,NOP9,2398.751334,0.094765331,0.059741291,1.586261869,0.112679918,0.210938059,Not Significant
27805,NOPCHAP1,606.5105452,0.278277392,0.110481802,2.518762242,0.011776815,0.029528896,Not Significant
27806,NORAD,21259.23643,-0.118025784,0.0370889,-3.182240082,0.001461406,0.004416757,Not Significant
27807,NOS1,0.434418237,-2.102080181,4.263371323,-0.493055852,0.621973124,NA,Not Significant
27808,NOS1AP,77.9940366,-1.529134739,0.317578567,-4.814980907,1.47E-06,6.60E-06,Down
27809,NOS2,1.240723362,0.883517975,2.424216783,0.36445502,0.715518256,NA,Not Significant
27810,NOS2P3,0,NA,NA,NA,NA,NA,Not Significant
27811,NOS3,2005.326513,-1.825754682,0.073338399,-24.89493516,8.44E-137,4.74E-135,Down
